Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
part1.csv:/search/vaccine ANDA efficacy,4,1,00:00:04,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine asymptomatic,4,1,00:00:02,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine children,4,1,00:00:02,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine distribution,4,1,00:00:21,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine effectiveness against infection,4,1,00:00:29,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine elderly,4,1,00:00:04,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine gap pfizer,4,1,00:00:01,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine transmission effectivenes,4,1,00:00:01,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine variants,4,1,00:00:04,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine+bowel,4,1,00:00:05,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccine+delta,4,1,00:00:03,0,0.00%,0.00%,$0.00
part1.csv:/search/vaccins à arn et adolescents,4,1,00:00:13,0,0.00%,0.00%,$0.00
part1.csv:/search/vacination,4,1,00:00:19,0,0.00%,0.00%,$0.00
part1.csv:/search/validation,4,1,00:00:16,0,0.00%,0.00%,$0.00
part1.csv:/search/vector vaccome,4,1,00:00:05,0,0.00%,0.00%,$0.00
part1.csv:/search/venous sinus thrombosis,4,1,00:00:12,0,0.00%,0.00%,$0.00
part1.csv:/search/ventilation,4,1,00:00:14,0,0.00%,0.00%,$0.00
part1.csv:/search/viral persistecee,4,1,00:00:06,0,0.00%,0.00%,$0.00
part1.csv:/search/vitamin e,4,1,00:00:09,0,0.00%,0.00%,$0.00
part1.csv:/search/wasteewater,4,1,00:00:02,0,0.00%,0.00%,$0.00
part1.csv:/search/wastwater,4,1,00:00:11,0,0.00%,0.00%,$0.00
part1.csv:/search/Weaver lane,4,1,00:00:04,0,0.00%,0.00%,$0.00
part1.csv:/search/wildlife,4,1,00:00:12,0,0.00%,0.00%,$0.00
part1.csv:/search/WRR483,4,1,00:00:03,0,0.00%,0.00%,$0.00
part1.csv:/search/yusuf firinci,4,1,00:00:03,0,0.00%,0.00%,$0.00
part1.csv:/search/YUSUF FİRİNCİ,4,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:"/search/""essential health services""",3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:"/search/""long haul""",3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:"/search/""long haul"" AND Pediatrics",3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:"/search/""long haul"" Pediatrics",3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:"/search/""long haull""",3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:"/search/(""backward* contact tracing"" OR ""recursive contact tracing"" OR ""bidirectional contact tracing"" OR ""forward* contact tracing"")",3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:"/search/(""child"" OR ""infant"" OR ""adolescent"" OR ""children"" OR ""infants"" OR ""adolescents"" OR ""pediatric patient"" OR ""pediatric patients"" OR ""adolescence"" OR ""youth"" OR ""youths"" OR ""juvenile"" OR ""childhood"" OR ""teenager"" OR ""teenagers"" OR ""teen"" OR ""teens"" OR ""preschool child"" OR ""neonate"" OR ""newborn"" OR ""baby"" OR ""babies"" OR ""pediatric"" OR ""pediatrics"" OR ""paediatric"" OR ""paediatrics"" OR ""toddler"" OR ""toddlers"" OR ""kids"" OR ""student"" OR ""students"") AND (""post-acute COVID"" OR ""postacute COVID"" OR ""post COVID-19 syndrome"" OR ""post COVID syndrome"" OR ""long-COVID"" OR ""post-COVID"" OR ""chronic COVID"" OR ""prolonged COVID"" OR ""persistent COVID"" OR ((""long hauler"" OR ""longhauler"" OR ""long haulers"" OR ""longhaulers"" OR ""long haul"" OR ""longhaul"" OR ""post-acute sequelae"" OR ""postacute sequelae"" OR ""PASC"" OR ""long term effects"" OR ""long-term sequelae"" OR ""long-term complications"" OR ""long term symptoms"" OR ""post-viral"") AND (""COVID"" OR ""COVID19"" OR ""coronavirus disease 2019"" OR ""SARS-CoV-2"" OR ""2019-nCoV"" OR ""SARS nCoV2"" OR ""coronavirus"")))",3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:"/search/(""post-acute COVID"" OR ""postacute COVID"" OR ""post COVID-19 syndrome"" OR ""post COVID syndrome"" OR ""long-COVID"" OR ""post-COVID"" OR ""chronic COVID"" OR ""prolonged COVID"" OR ""persistent COVID"" OR ((""long hauler"" OR ""longhauler"" OR ""long haulers"" OR ""longhaulers"" OR ""long haul"" OR ""longhaul"" OR ""post-acute sequelae"" OR ""postacute sequelae"" OR ""PASC"" OR ""long term effects"" OR ""long-term sequelae"" OR ""long-term complications"" OR ""long term symptoms"" OR ""post-viral"") AND (""COVID"" OR ""COVID19"" OR ""coronavirus disease 2019"" OR ""SARS-CoV-2"" OR ""2019-nCoV"" OR ""SARS nCoV2"" OR ""coronavirus"")))",3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/(long covid) long haul,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/(long covid) Post covid,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/(Placental) AND (Pathology) AND (Obes*),3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/10.7326/l20-0175,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/12 15,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/2dgo,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/3rd dose booster,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/acaricide,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/ACE2 interaction,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/adolescent,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/aefi,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/after asymptomatic infection,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/Age and sex associated,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/agent,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/agent model,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/air pollutio,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/albendazole,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/Amelsvoort,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/anakinra,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Analytical approximation for invasion,3,1,00:00:31,0,0.00%,0.00%,$0.00
part2.csv:/search/ANOSMIA,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/antibody outcome correlation,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Antibody titer vaccination,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/antibody titer vaccination SARS-Cov-19,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/antibody titer vaccine,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Anticoagulantes post COVID-19,3,1,00:00:16,0,0.00%,0.00%,$0.00
part2.csv:/search/APC resistance an COVID vaccination,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Aspirina en post COVID-19,3,1,00:00:11,0,0.00%,0.00%,$0.00
part2.csv:/search/asthana,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/attention deficit ADHD,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Ay.1,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/Ayuvedic treatment of covid 19,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/azith,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/b.1.1.,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/B.1.1.7,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/b.1.617,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/B1.671,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/backward,3,1,00:00:21,0,0.00%,0.00%,$0.00
part2.csv:/search/balf biopsy,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/balf cytology,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/BALF cytology,3,1,00:01:18,0,0.00%,0.00%,$0.00
part2.csv:/search/Balkhair,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/behaviour model,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/behavioural change,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Beyond the clot,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/biasio,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Bilateral Multifocal Choroiditis following COVID-19 Vaccination,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/booster AND old,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Bortezomib,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/breath-19,3,1,00:00:48,0,0.00%,0.00%,$0.00
part2.csv:/search/Brilliant-green,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/Broad host range of,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/C-FLIP & Treg,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/canada,3,1,00:00:23,0,0.00%,0.00%,$0.00
part2.csv:/search/cancer,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/cancer care,3,1,00:00:26,0,0.00%,0.00%,$0.00
part2.csv:/search/cancer health system,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/cardiac conduction,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/cardiac conduction vaccine,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/catholic church,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/ChAdOx1,3,1,00:00:35,0,0.00%,0.00%,$0.00
part2.csv:/search/Characterising long-term covid-19: a rapid living systematic review,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Characteristics of hospitalized patients,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/Characteristics of hospitalized patients france,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/chemrxiv,3,1,00:00:16,0,0.00%,0.00%,$0.00
part2.csv:/search/child,3,1,00:05:45,0,0.00%,0.00%,$0.00
part2.csv:/search/children AND prognosis,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/children post covid,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/children vaccines,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/china,3,1,00:00:19,0,0.00%,0.00%,$0.00
part2.csv:/search/chinese traditional medicine,3,1,00:00:38,0,0.00%,0.00%,$0.00
part2.csv:/search/Chronic COVID,3,1,00:00:47,0,0.00%,0.00%,$0.00
part2.csv:/search/chronic fatigue syndrome CFS,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/chronic fatigue syndrome post covid,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/chun post covid,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/church italy,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/Ciclopirox,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/cilliated,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/CKD 602,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/cleavage mutant,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/Clinical characteristics in hospitalised patients,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/Clinical characteristics of inpateints,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/Clinical characteristics OR features OR epidemiological OR outcomes,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/clinical effects of asymptomatic infection,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/Clinical features of patients,3,1,00:00:23,0,0.00%,0.00%,$0.00
part2.csv:/search/Clinical long haul,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/clinical trials vaccines,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/Co-morbid patients in covid,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/cognitive function,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/cognitive reflection,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/coinfection,3,1,00:00:19,0,0.00%,0.00%,$0.00
part2.csv:/search/colchicine,3,1,00:00:37,0,0.00%,0.00%,$0.00
part2.csv:/search/collateral vaccine,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/Comparison of two highly-effective mRNA vaccines for COVID-19 during periods of Alpha and Delta variant prevalence,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/computational biology and chemistry,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/conduction,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/connecticut,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/contact tracing,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/convalescent plasma,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/corona central,3,1,00:02:11,0,0.00%,0.00%,$0.00
part2.csv:/search/coronavirus in canada,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Cov-19 vaccine breastfeeding mothers,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/Cov-19 vaccine in lactating mothers,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Cov-19 vaccine lactating mothers,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/covid 19 origin,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/Covid 19 vaccine antibodies,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/covid and fatigue,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Covid and obesity,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/covid cavvine,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/covid children,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/covid eye,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/covid screening,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Covid vaccine antibodies,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID Y HONGO NEGRO,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID Y MUCORMICOSIS,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID-19 A,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID-19 and Dry Eye,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/COVID-19 AND ey,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID-19 and the eye,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID-19 vaccination AND eye,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID-19 vaccine AND eye,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/COVID-vaccination in breastfeeding mothers,3,1,00:00:11,0,0.00%,0.00%,$0.00
part2.csv:/search/covidose,3,1,00:00:25,0,0.00%,0.00%,$0.00
part2.csv:/search/cramer lopez niemi,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Ct severity,3,2,00:00:02,1,0.00%,33.33%,$0.00
part2.csv:/search/ctv,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/cycle threshold review,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/cycle threshold severity,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/cycle threshold systematic review,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/cytokine,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/Cz007,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/data,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/ddd,3,1,00:00:29,0,0.00%,0.00%,$0.00
part2.csv:/search/Death by Political Party,3,1,<00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/Definition,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Delta neutralization,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/delta plus,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/delta symptomatic,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/Delta symptoms,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/delta wild,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/Demographic inference and representative population estimates from multilingual social media data,3,1,00:00:00,1,0.00%,33.33%,$0.00
part2.csv:/search/diagnosis,3,1,00:06:54,0,0.00%,0.00%,$0.00
part2.csv:/search/digitoxin,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/distribution reproduction number,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/DNA vaccine,3,1,00:00:15,0,0.00%,0.00%,$0.00
part2.csv:/search/dog,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/dog france,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/doxycycline,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/du Pasquier,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/dv890,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/early outpatient,3,2,00:00:19,1,0.00%,0.00%,$0.00
part2.csv:/search/earning loss,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/economics,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/educational attainment,3,1,00:00:17,0,0.00%,0.00%,$0.00
part2.csv:/search/effectiveness,3,1,00:00:14,0,0.00%,0.00%,$0.00
part2.csv:/search/effectiveness transmission,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/effectiveness vaccine,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/electron microscopy,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/electron microscopy cilia,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/electronic health records and long covid,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/electronic health records and PASC,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/entry,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/epidemiology,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/escabiosis,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/ethnicity AND long covid,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/ethnicity AND long covid AND qualitative,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:"/search/ethnicity",3,1,00:00:16,0,0.00%,0.00%,$0.00
part2.csv:"/search/ethnicity long covid",3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/euro2020,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/excess deaths,3,1,00:05:45,0,0.00%,0.00%,$0.00
part2.csv:/search/Excess Mortality ICD,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/exercise running,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/exosomes,3,1,00:00:09,0,0.00%,0.00%,$0.00
part2.csv:/search/eye 2021,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/eye and COVID-19 and screening,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/eye and COVID-19 vaccines,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/eye and vacciine,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/eye vaccination,3,1,00:00:44,0,0.00%,0.00%,$0.00
part2.csv:"/search/eye vaccination",3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/fine particute matter,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/forecast comparison,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/forecast mortality,3,1,00:00:19,0,0.00%,0.00%,$0.00
part2.csv:/search/forecast performance,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/frailty,3,1,00:00:11,0,0.00%,0.00%,$0.00
part2.csv:/search/Fraser,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/fraylty,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/fungi,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/Gallinamide,3,1,00:00:33,0,0.00%,0.00%,$0.00
part2.csv:/search/gap vaccine,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/genetic variation,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:"/search/genomic* or ""genome sequenc*"" or genome*",3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/GI symptom long covid symptom,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/gilligan,3,1,00:00:28,0,0.00%,0.00%,$0.00
part2.csv:/search/glycan,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/gonzalez-dambrauskas,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/gouch,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/Graham NR,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:"/search/Graham NR",3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/green pass,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/green tea,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/Halofuginone,3,1,00:00:15,0,0.00%,0.00%,$0.00
part2.csv:/search/HB,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/headache comirnaty,3,1,00:00:25,0,0.00%,0.00%,$0.00
part2.csv:/search/headache vaccination,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/healthcare vaccination,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/hearing,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/hearing loss vaccination,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/hearing loss vaccine,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/heart,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/heterologous and safety,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/heterologous safety,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/heterologous vaccination,3,1,00:03:29,0,0.00%,0.00%,$0.00
part2.csv:/search/heterologous vaccine,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/hipermastigotes,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/hittle,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/homeless vaccination,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/homeless vaccine,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/homelessness,3,1,00:00:15,0,0.00%,0.00%,$0.00
part2.csv:/search/Hospitalised covid 19 patients,3,1,00:00:17,0,0.00%,0.00%,$0.00
part2.csv:/search/Hospitalised covid 19 patients UK,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:"/search/Hospitalised patients Critically ill Clinical characteristics",3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/hospitalized,3,1,00:00:26,0,0.00%,0.00%,$0.00
part2.csv:/search/household tra,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/household transmission,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/hvac,3,1,00:00:06,0,0.00%,0.00%,$0.00
part2.csv:/search/hyperbaric oxygen,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/hyperimmuneglobulin,3,1,00:00:05,0,0.00%,0.00%,$0.00
part2.csv:/search/hypertension immunization,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/hypertension mrna,3,1,00:00:31,0,0.00%,0.00%,$0.00
part2.csv:/search/Icod,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/immune responses in breaktrough vaccines,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/immune responses in breaktrough vaccninnes,3,1,00:00:08,0,0.00%,0.00%,$0.00
part2.csv:/search/immunesuppressed,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/impact netherlands,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/impact of online teaching on performance of medical graduates in covid pandemic,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/impact on mental health,3,1,00:00:13,0,0.00%,0.00%,$0.00
part2.csv:/search/Impfschutz,3,1,00:00:10,0,0.00%,0.00%,$0.00
part2.csv:/search/income loss,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/income loss returns,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/income wage loss,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/incubation period systematic review,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/incubation systematic review,3,1,00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/india,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/infertility,3,1,00:00:00,0,0.00%,33.33%,$0.00
part2.csv:/search/inflammation cytokine,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/inflammation cytokines,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/inflammation IL,3,1,00:00:02,0,0.00%,0.00%,$0.00
part2.csv:/search/inflammation IL-6,3,1,00:00:03,0,0.00%,0.00%,$0.00
part2.csv:/search/influenza,3,1,00:00:02,0,0.00%,33.33%,$0.00
part2.csv:/search/inoculation,3,1,<00:00:01,0,0.00%,0.00%,$0.00
part2.csv:/search/internal travel bans,3,1,00:00:04,0,0.00%,0.00%,$0.00
part2.csv:/search/Internal up light,3,1,00:00:07,0,0.00%,0.00%,$0.00
part2.csv:/search/Internal uv light,3,1,00:00:38,0,0.00%,0.00%,$0.00
part2.csv:/search/interval between vaccines,3,1,00:00:12,0,0.00%,0.00%,$0.00
part2.csv:/search/Ioannidis,3,1,00:00:16,0,0.00%,0.00%,$0.00
part2.csv:/search/Ionnaidis,3,1,00:00:11,0,0.00%,0.00%,$0.00
